200,-1,3,6,7,-6664,968,-16494,-1.01964,-89.3934
201,-1,2,10,4,-6678,996,-16490,-1.25882,-88.9649
202,-1,5,12,11,-6670,982,-16484,-1.37551,-89.117
203,-1,6,7,9,-6672,984,-16482,-1.06547,-88.058
204,-1,4,5,10,-6680,992,-16478,-0.938812,-87.0288
205,-1,0,11,4,-6668,994,-16476,-1.29922,-86.9326
206,-1,2,10,13,-6400,992,-16470,-1.2177,-85.949
207,-1,5,8,4,-6668,1006,-16448,-1.09055,-85.0209
208,-1,6,11,1,-6672,1000,-16480,-1.26846,-84.7177
209,-1,4,8,6,-6682,1000,-16472,-1.08104,-84.1452
210,-1,2,6,6,-6662,1010,-16492,-0.953493,-83.2602
211,-1,1,11,5,-6684,998,-16496,-1.25394,-83.1231
212,-1,4,9,11,-6676,982,-16484,-1.12708,-83.1417
213,-1,5,9,7,-6662,998,-16490,-1.1214,-82.0776
214,-1,4,7,7,-6660,1010,-16472,-0.993673,-81.4358
215,-1,3,10,269,-6664,1008,-16486,-1.17102,-81.3584
216,-1,4,10,4,-6666,990,-16482,-1.16554,-80.8018
217,-1,5,7,5,-6658,1010,-16496,-0.976721,-80.038
218,-1,4,10,4,-6404,1008,-16488,-1.14068,-78.8185
219,-1,4,9,1,-6666,984,-16502,-1.07447,-78.5888
220,-1,4,9,7,-6676,982,-16506,-1.06973,-77.7221
221,-1,3,7,5,-6652,1022,-16486,-0.941824,-77.2677
222,-1,2,10,2,-6680,1012,-16488,-1.1202,-77.0266
223,-1,4,9,3,-6678,996,-16472,-1.05455,-76.6579
224,-1,4,9,6,-6674,1010,-16486,-1.04967,-75.9118
225,-1,3,10,3,-6670,1010,-16482,-1.10554,-75.6422
226,-1,4,9,13,-6668,1006,-16492,-1.03935,-75.429
227,-1,5,8,6,-6664,1014,-16506,-0.972975,-74.6565
228,-1,4,8,6,-6666,1000,-16512,-0.96768,-74.075
229,-1,2,10,4,-6666,1014,-16494,-1.08433,-73.7393
230,-1,3,9,0,-6666,1012,-16484,-1.01805,-73.5275
231,-1,5,9,5,-6660,1004,-16496,-1.01247,-72.9339
232,-1,4,8,7,-6670,1014,-16476,-0.946404,-72.1893
233,-1,3,10,2,-6678,996,-16488,-1.06362,-72.1407
234,-1,4,10,3,-6672,994,-16488,-1.0586,-71.7097
235,-1,5,8,5,-6672,1008,-16482,-0.931631,-71.0974
236,-1,3,9,6,-6666,1010,-16504,-0.98731,-70.5303
237,-1,3,10,1,-6674,1016,-16502,-1.04336,-70.415
238,-1,4,10,3,-6668,998,-16488,-1.03815,-69.9791
239,-1,5,8,4,-6668,1008,-16490,-0.910995,-69.4232
240,-1,3,7,7,-6674,1008,-16490,-0.84511,-68.7641
241,-1,2,11,2,-6670,1022,-16506,-1.08391,-68.5221
242,-1,3,9,1,-6668,1012,-16472,-0.956774,-68.3983
243,-1,4,8,5,-6670,1004,-16468,-0.890718,-67.6112
244,-1,4,10,6,-6672,1012,-16460,-1.00767,-67.1972
245,-1,4,9,0,-6396,1022,-16474,-0.929682,-66.3925
246,-1,4,8,8,-6660,992,-16500,-0.863415,-65.5961
247,-1,4,8,4,-6664,1012,-16476,-0.858315,-65.1787
248,-1,3,9,3,-6672,1008,-16452,-0.914541,-64.9678
249,-1,4,9,1,-6674,1010,-16480,-0.909883,-64.7027
250,-1,5,9,7,-6670,1000,-16492,-0.905058,-64.0624
251,-1,5,8,1,-6670,998,-16470,-0.83927,-63.8506
252,-1,4,9,4,-6670,1010,-16450,-0.895435,-63.3965
253,-1,4,7,6,-6678,1286,-16484,-0.769032,-62.8431
254,-1,3,9,5,-6664,1284,-16486,-0.885946,-62.4981
255,-1,3,9,3,-6666,1010,-16478,-0.881004,-62.2212
256,-1,3,8,4,-6674,1280,-16476,-0.815435,-61.723
257,-1,4,10,2,-6678,1010,-16482,-0.932953,-61.4805
258,-1,4,8,2,-6676,1286,-16486,-0.806496,-61.173
259,-1,4,8,5,-6676,1292,-16510,-0.801998,-60.562
260,-1,4,10,4,-6676,1290,-16492,-0.919449,-60.3181
261,-1,4,10,2,-6676,1292,-16486,-0.914948,-60.0755
262,-1,4,8,6,-6678,1020,-16472,-0.788586,-59.5954
263,-1,4,8,5,-6680,1290,-16496,-0.784264,-59.1216
264,-1,4,10,2,-6672,1016,-16476,-0.901569,-58.9947
265,-1,5,9,2,-6680,1284,-16476,-0.836273,-58.7673
266,-1,4,8,8,-6672,1016,-16478,-0.770674,-57.9114
267,-1,3,8,4,-6664,1024,-16482,-0.765751,-57.6471
268,-1,3,10,2,-6664,1022,-16468,-0.882788,-57.5677
269,-1,5,9,4,-6660,1282,-16498,-0.816757,-57.1145
270,-1,5,8,4,-6690,1016,-16490,-0.751915,-56.6147
271,-1,4,8,4,-6680,1020,-16506,-0.747663,-56.2742
272,-1,3,9,4,-6682,1018,-16496,-0.804466,-56.0006
273,-1,3,10,4,-6664,1018,-16494,-0.86058,-55.6237
274,-1,4,7,3,-6674,1288,-16504,-0.673201,-55.3338
275,-1,4,8,4,-6688,1280,-16500,-0.73027,-54.8958
276,-1,4,9,5,-6666,1012,-16474,-0.786505,-54.5891
277,-1,3,8,4,-6680,1024,-16504,-0.72134,-54.1955
278,-1,4,9,2,-6680,1020,-16508,-0.778128,-54.047
279,-1,4,9,4,-6698,1292,-16508,-0.774618,-53.6981
280,-1,4,8,4,-6692,1018,-16500,-0.709911,-53.2745
281,-1,4,10,2,-6692,1282,-16504,-0.828119,-53.0954
282,-1,4,9,4,-6688,1282,-16472,-0.76325,-52.7857
283,-1,4,8,6,-6684,1282,-16474,-0.698244,-52.2846
284,-1,3,9,4,-6678,1288,-16484,-0.754969,-52.0146
285,-1,3,10,3,-6686,1282,-16494,-0.811991,-51.8862
286,-1,4,9,3,-6678,1294,-16488,-0.746773,-51.4965
287,-1,4,9,5,-6680,1016,-16486,-0.742611,-50.9907
288,-1,3,8,3,-6678,1288,-16470,-0.677416,-50.7864
289,-1,3,9,4,-6670,1016,-16468,-0.733891,-50.4433
290,-1,4,8,4,-6668,1002,-16478,-0.668365,-50.0973
291,-1,4,8,3,-6666,1290,-16480,-0.663763,-49.7484
292,-1,3,10,6,-6672,1282,-16468,-0.781338,-49.3539
293,-1,4,9,3,-6684,1018,-16488,-0.716427,-49.1707
294,-1,4,9,4,-6682,1282,-16492,-0.712425,-48.8011
295,-1,4,9,4,-6664,1292,-16474,-0.707794,-48.4535
296,-1,4,8,4,-6672,1294,-16464,-0.642496,-48.1255
297,-1,4,9,4,-6698,1280,-16478,-0.700073,-47.8566
298,-1,5,10,1,-6670,1290,-16510,-0.756662,-47.7092
299,-1,5,8,5,-6658,1286,-16496,-0.629927,-47.1711
300,-1,4,7,5,-6668,1292,-16494,-0.564547,-46.657
301,-1,3,10,3,-6664,1290,-16504,-0.742941,-46.5625
302,-1,3,9,3,-6674,1292,-16512,-0.677797,-46.2479
303,-1,4,9,4,-6678,1286,-16494,-0.67378,-45.8213
304,-1,4,9,3,-6686,1022,-16478,-0.67005,-45.6573
